"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","16","18","0","0","-5.2","2","0.6","0","-5.2","0","0"
"1","16","19","0","0","-5.5","1.5","0.6","0","-5.5","0","0"
"1","16","20","0","0","-5.5","1.5","0.6","0","-5.5","0","0"
"1","16","21","0","0","-5.5","1.5","0.6","0","-5.5","0","0"
"1","16","22","0","0","-5.5","1.5","0.6","0","-5.5","0","0"
"1","16","23","0","0","-5.8","2.5","0.6","0","-5.8","0","0"
"1","17","0","0","0","-6","3.6","0.6","0","-6","0","0"
"1","17","1","0","0","-6.3","4.6","0.6","0","-6.3","0","0"
"1","17","2","0","0","-6.5","4.1","0.6","0","-6.5","0","0"
"1","17","3","0","0","-6.7","3.6","0.6","0","-6.7","0","0"
"1","17","4","0","0","-6.9","3.1","0.6","0","-6.9","0","0"
"1","17","5","0","0","-7","2.5","0.6","0","-7","0","0"
"1","17","6","0","0","-7.2","2","0.6","0","-7.2","0","0"
"1","17","7","0","0","-7.4","1.5","0.6","0","-7.4","0","0"
"1","17","8","0","0","-7.2","2.2","0.6","0","-7.2","0","0"
"1","17","9","0","5","-7","2.9","0.6","4.849","-6.902","10","0"
"1","17","10","0","23","-6.8","3.6","0.6","22.089","-6.343","68.903","50.607"
"1","17","11","0","40","-5.6","4.8","0.6","40.24","-4.881","138.037","117.292"
"1","17","12","0","46","-4.3","6","0.6","46.718","-3.575","161.687","140.103"
"1","17","13","0","40","-3.1","7.2","0.6","40.207","-2.551","136.68","115.983"
"1","17","14","0","23","-1.9","6.3","0.6","22.089","-1.576","67.787","49.531"
"1","17","15","0","5","-0.6","5.5","0.6","4.849","-0.532","9.695","0"
"1","17","16","0","0","0.6","4.6","0.6","0","0.6","0","0"
"1","17","17","0","0","1.1","5.1","0.6","0","1.1","0","0"
"1","17","18","0","0","1.6","5.7","0.6","0","1.6","0","0"
"1","17","19","0","0","2.1","6.2","0.6","0","2.1","0","0"
"1","17","20","0","0","2","6","0.6","0","2","0","0"
"1","17","21","0","0","1.8","5.9","0.6","0","1.8","0","0"
"1","17","22","0","0","1.7","5.7","0.6","0","1.7","0","0"
"1","17","23","0","0","1.9","5.9","0.6","0","1.9","0","0"
"1","18","0","0","0","2.2","6","0.6","0","2.2","0","0"
"1","18","1","0","0","2.4","6.2","0.6","0","2.4","0","0"
"1","18","2","0","0","2.5","5.5","0.6","0","2.5","0","0"
"1","18","3","0","0","2.7","4.8","0.6","0","2.7","0","0"
"1","18","4","0","0","2.8","4.1","0.6","0","2.8","0","0"
"1","18","5","0","0","2.7","4.4","0.6","0","2.7","0","0"
"1","18","6","0","0","2.7","4.8","0.6","0","2.7","0","0"
"1","18","7","0","0","2.6","5.1","0.6","0","2.6","0","0"
"1","18","8","0","0","2.4","5.3","0.6","0","2.4","0","0"
"1","18","9","0","6","2.1","5.5","0.6","5.819","2.181","11.575","0"
"1","18","10","0","24","1.9","5.7","0.6","23.052","2.262","70.273","51.929"
"1","18","11","0","41","0.8","5.7","0.6","41.272","1.461","138.412","117.653"
"1","18","12","0","47","-0.2","5.7","0.6","47.721","0.566","162.832","141.208"
"1","18","13","0","41","-1.3","5.7","0.6","41.211","-0.64","139.447","118.652"
"1","18","14","0","29","-2.7","6","0.6","29.176","-2.256","92.086","72.969"
"1","18","15","0","8","-4.1","6.4","0.6","7.759","-4.002","16.103","0"
"1","18","16","0","0","-5.5","6.7","0.6","0","-5.5","0","0"
"1","18","17","0","0","-6.3","6","0.6","0","-6.3","0","0"
"1","18","18","0","0","-7.2","5.3","0.6","0","-7.2","0","0"
"1","18","19","0","0","-8","4.6","0.6","0","-8","0","0"
"1","18","20","0","0","-9","4.1","0.6","0","-9","0","0"
"1","18","21","0","0","-10.1","3.6","0.6","0","-10.1","0","0"
"1","18","22","0","0","-11.1","3.1","0.6","0","-11.1","0","0"
"1","18","23","0","0","-11.8","3.4","0.6","0","-11.8","0","0"
"1","19","0","0","0","-12.6","3.8","0.6","0","-12.6","0","0"
"1","19","1","0","0","-13.3","4.1","0.6","0","-13.3","0","0"
"1","19","2","0","0","-12.3","4.3","0.6","0","-12.3","0","0"
"1","19","3","0","0","-11.3","4.4","0.6","0","-11.3","0","0"
"1","19","4","0","0","-10.3","4.6","0.6","0","-10.3","0","0"
"1","19","5","0","0","-10.7","4.4","0.6","0","-10.7","0","0"
"1","19","6","0","0","-11","4.3","0.6","0","-11","0","0"
"1","19","7","0","0","-11.4","4.1","0.6","0","-11.4","0","0"
"1","19","8","0","0","-12","3.9","0.6","0","-12","0","0"
"1","19","9","0","16","-12.7","3.8","0.6","15.518","-12.428","34.396","17.322"
"1","19","10","174","47","-13.3","3.6","0.6","142.638","-10.336","489.644","456.44"
"1","19","11","454","43","-12.8","3.6","0.6","286.127","-6.722","1066.514","1012.869"
"1","19","12","495","45","-12.3","3.6","0.6","321.032","-5.454","1210.912","1152.15"
"1","19","13","455","43","-11.8","3.6","0.6","287.379","-5.693","1068.623","1014.903"
"1","19","14","356","30","-12.8","2.7","0.6","198.867","-8.004","685.526","645.381"
"1","19","15","0","16","-13.7","1.9","0.6","15.518","-13.322","34.526","17.448"
"1","19","16","0","0","-14.7","1","0.6","0","-14.7","0","0"
"1","19","17","0","0","-15.6","0.8","0.6","0","-15.6","0","0"
"1","19","18","0","0","-16.4","0.7","0.6","0","-16.4","0","0"
"1","19","19","0","0","-17.3","0.5","0.6","0","-17.3","0","0"
"1","19","20","0","0","-17.8","0.3","0.6","0","-17.8","0","0"
"1","19","21","0","0","-18.4","0.2","0.6","0","-18.4","0","0"
"1","19","22","0","0","-18.9","0","0.6","0","-18.9","0","0"
"1","19","23","0","0","-17.8","0.3","0.6","0","-17.8","0","0"
"1","20","0","0","0","-16.6","0.7","0.6","0","-16.6","0","0"
"1","20","1","0","0","-15.5","1","0.6","0","-15.5","0","0"
"1","20","2","0","0","-13.4","1.8","0.6","0","-13.4","0","0"
"1","20","3","0","0","-11.3","2.6","0.6","0","-11.3","0","0"
"1","20","4","0","0","-9.3","3.3","0.6","0","-9.3","0","0"
"1","20","5","0","0","-7.2","4.1","0.6","0","-7.2","0","0"
"1","20","6","0","0","-5.1","4.9","0.6","0","-5.1","0","0"
"1","20","7","0","0","-3","5.7","0.6","0","-3","0","0"
"1","20","8","0","0","-2.2","4.7","0.6","0","-2.2","0","0"
"1","20","9","0","7","-1.5","3.6","0.6","6.789","-1.377","13.836","0"
"1","20","10","0","26","-0.7","2.6","0.6","24.977","-0.085","78.719","60.075"
"1","20","11","0","43","-0.1","2.6","0.6","43.291","0.983","146.28","125.243"
"1","20","12","0","49","0.6","2.6","0.6","49.691","1.845","169.435","147.577"
"1","20","13","0","43","1.2","2.6","0.6","43.188","2.28","145.256","124.254"
"1","20","14","0","32","1.1","2.8","0.6","32.507","1.875","103.434","83.914"
"1","20","15","0","10","1.1","2.9","0.6","9.698","1.296","19.827","3.27"
"1","20","16","0","0","1","3.1","0.6","0","0","0","0"
"1","20","17","0","0","0.8","3.6","0.6","0","0.8","0","0"
"1","20","18","0","0","0.7","4.1","0.6","0","0.7","0","0"
"1","20","19","0","0","0.5","4.6","0.6","0","0.5","0","0"
"1","20","20","0","0","0.3","5","0.6","0","0.3","0","0"
"1","20","21","0","0","0.1","5.3","0.6","0","0.1","0","0"
"1","20","22","0","0","-0.1","5.7","0.6","0","-0.1","0","0"
"1","20","23","0","0","0","5.5","0.6","0","0","0","0"
"1","21","0","0","0","0.1","5.3","0.6","0","0.1","0","0"
"1","21","1","0","0","0.2","5.1","0.6","0","0.2","0","0"
"1","21","2","0","0","0.1","5.1","0.6","0","0.1","0","0"
"1","21","3","0","0","-0.1","5.1","0.6","0","-0.1","0","0"
"1","21","4","0","0","-0.2","5.1","0.6","0","-0.2","0","0"
"1","21","5","0","0","-0.6","4.8","0.6","0","-0.6","0","0"
"1","21","6","0","0","-1.1","4.4","0.6","0","-1.1","0","0"
"1","21","7","0","0","-1.5","4.1","0.6","0","-1.5","0","0"
"1","21","8","0","0","-2.2","4.6","0.6","0","-2.2","0","0"
"1","21","9","0","7","-2.9","5.2","0.6","6.789","-2.802","13.93","0"
"1","21","10","0","27","-3.6","5.7","0.6","25.991","-3.188","83.784","64.961"
"1","21","11","4","54","-4","5.5","0.6","59.317","-3.026","206.597","183.422"
"1","21","12","30","67","-4.5","5.3","0.6","94.206","-2.91","336.926","309.133"
"1","21","13","50","63","-4.9","5.1","0.6","99.476","-3.182","354.762","326.338"
"1","21","14","29","40","-5.4","5.3","0.6","58.816","-4.422","197.573","174.718"
"1","21","15","0","12","-6","5.5","0.6","11.638","-5.837","24.779","8.047"
"1","21","16","0","0","-6.5","5.7","0.6","0","0","0","0"
"1","21","17","0","0","-6.9","5","0.6","0","-6.9","0","0"
"1","21","18","0","0","-7.2","4.3","0.6","0","-7.2","0","0"
"1","21","19","0","0","-7.6","3.6","0.6","0","-7.6","0","0"
"1","21","20","0","0","-7.5","3.4","0.6","0","-7.5","0","0"
"1","21","21","0","0","-7.5","3.3","0.6","0","-7.5","0","0"
"1","21","22","0","0","-7.4","3.1","0.6","0","-7.4","0","0"
"1","21","23","0","0","-7.6","3.1","0.6","0","-7.6","0","0"
"1","22","0","0","0","-7.9","3.1","0.6","0","-7.9","0","0"
"1","22","1","0","0","-8.1","3.1","0.6","0","-8.1","0","0"
"1","22","2","0","0","-8.5","2.8","0.6","0","-8.5","0","0"
"1","22","3","0","0","-9","2.4","0.6","0","-9","0","0"
"1","22","4","0","0","-9.4","2.1","0.6","0","-9.4","0","0"
"1","22","5","0","0","-9.6","1.9","0.6","0","-9.6","0","0"
"1","22","6","0","0","-9.7","1.7","0.6","0","-9.7","0","0"
"1","22","7","0","0","-9.9","1.5","0.6","0","-9.9","0","0"
"1","22","8","0","0","-9.8","1.3","0.6","0","0","0","0"
"1","22","9","0","11","-9.6","1.2","0.6","10.668","-9.296","22.985","6.317"
"1","22","10","120","32","-9.5","1","0.6","95.612","-6.178","327.5","300.042"
"1","22","11","52","65","-9.6","1.7","0.6","103.187","-6.512","373.347","344.264"
"1","22","12","58","73","-9.8","2.4","0.6","117.032","-6.75","429.174","398.113"
"1","22","13","53","65","-9.9","3.1","0.6","103.403","-7.522","376.002","346.825"
"1","22","14","14","39","-9.5","2.4","0.6","50.426","-8.203","172.297","150.337"
"1","22","15","0","11","-9.1","1.7","0.6","10.553","-8.832","22.539","5.886"
"1","22","16","0","0","-8.7","1","0.6","0","0","0","0"
"1","22","17","0","0","-7.5","2","0.6","0","-7.5","0","0"
"1","22","18","0","0","-6.2","3.1","0.6","0","-6.2","0","0"
"1","22","19","0","0","-5","4.1","0.6","0","-5","0","0"
"1","22","20","0","0","-4.8","4.1","0.6","0","-4.8","0","0"
"1","22","21","0","0","-4.6","4.1","0.6","0","-4.6","0","0"
"1","22","22","0","0","-4.4","4.1","0.6","0","-4.4","0","0"
"1","22","23","0","0","-4.1","5","0.6","0","-4.1","0","0"
"1","23","0","0","0","-3.9","5.8","0.6","0","-3.9","0","0"
"1","23","1","0","0","-3.6","6.7","0.6","0","-3.6","0","0"
"1","23","2","0","0","-3.4","6.9","0.6","0","-3.4","0","0"
"1","23","3","0","0","-3.2","7","0.6","0","-3.2","0","0"
"1","23","4","0","0","-3","7.2","0.6","0","-3","0","0"
"1","23","5","0","0","-2.7","6.5","0.6","0","-2.7","0","0"
"1","23","6","0","0","-2.4","5.8","0.6","0","-2.4","0","0"
"1","23","7","0","0","-2.1","5.1","0.6","0","-2.1","0","0"
"1","23","8","0","0","-1.8","3.9","0.6","0","0","0","0"
"1","23","9","0","9","-1.4","2.7","0.6","8.729","-1.217","17.973","1.482"
"1","23","10","0","29","-1.1","1.5","0.6","28.071","-0.232","90.815","71.743"
"1","23","11","0","47","-0.5","2","0.6","47.501","0.834","161.998","140.404"
"1","23","12","0","54","0.1","2.6","0.6","55.084","1.482","189.605","167.032"
"1","23","13","0","47","0.7","3.1","0.6","47.339","1.788","160.956","139.399"
"1","23","14","0","30","1","3.1","0.6","29.051","1.662","93.967","74.783"
"1","23","15","0","10","1.2","3.1","0.6","9.59","1.387","19.463","2.919"
"1","23","16","0","0","1.5","3.1","0.6","0","0","0","0"
"1","23","17","0","0","1.4","2.9","0.6","0","1.4","0","0"
"1","23","18","0","0","1.3","2.8","0.6","0","1.3","0","0"
"1","23","19","0","0","1.2","2.6","0.6","0","1.2","0","0"
"1","23","20","0","0","1.2","3.1","0.6","0","1.2","0","0"
"1","23","21","0","0","1.3","3.6","0.6","0","1.3","0","0"
"1","23","22","0","0","1.3","4.1","0.6","0","1.3","0","0"
"1","23","23","0","0","1.5","5","0.6","0","1.5","0","0"
"1","24","0","0","0","1.6","5.8","0.6","0","1.6","0","0"
"1","24","1","0","0","1.8","6.7","0.6","0","1.8","0","0"
"1","24","2","0","0","1.7","7","0.6","0","1.7","0","0"
"1","24","3","0","0","1.6","7.4","0.6","0","1.6","0","0"
"1","24","4","0","0","1.5","7.7","0.6","0","1.5","0","0"
"1","24","5","0","0","1.5","7.2","0.6","0","1.5","0","0"
"1","24","6","0","0","1.6","6.7","0.6","0","1.6","0","0"
"1","24","7","0","0","1.6","6.2","0.6","0","1.6","0","0"
"1","24","8","0","0","1.9","6.2","0.6","0","0","0","0"
"1","24","9","0","9","2.1","6.2","0.6","8.629","2.211","17.362","0.892"
"1","24","10","0","30","2.4","6.2","0.6","29.101","2.838","93.555","74.385"
"1","24","11","0","48","2.4","5.3","0.6","48.47","3.216","164.097","142.428"
"1","24","12","0","55","2.4","4.5","0.6","56.026","3.447","191.694","169.047"
"1","24","13","0","49","2.4","3.6","0.6","49.536","3.451","167.859","146.056"
"1","24","14","0","31","2.3","3.3","0.6","30.05","2.963","97.271","77.97"
"1","24","15","0","10","2.2","2.9","0.6","9.589","2.393","19.367","2.827"
"1","24","16","0","0","2.1","2.6","0.6","0","0","0","0"
"1","24","17","0","0","1.8","2.2","0.6","0","1.8","0","0"
"1","24","18","0","0","1.4","1.9","0.6","0","1.4","0","0"
"1","24","19","0","0","1.1","1.5","0.6","0","1.1","0","0"
"1","24","20","0","0","0.8","1.5","0.6","0","0.8","0","0"
"1","24","21","0","0","0.5","1.5","0.6","0","0.5","0","0"
"1","24","22","0","0","0.2","1.5","0.6","0","0.2","0","0"
"1","24","23","0","0","0.3","2.4","0.6","0","0.3","0","0"
"1","25","0","0","0","0.3","3.2","0.6","0","0.3","0","0"
"1","25","1","0","0","0.4","4.1","0.6","0","0.4","0","0"
"1","25","2","0","0","0.6","4.8","0.6","0","0.6","0","0"
"1","25","3","0","0","0.7","5.5","0.6","0","0.7","0","0"
"1","25","4","0","0","0.9","6.2","0.6","0","0.9","0","0"
"1","25","5","0","0","1","6.2","0.6","0","1","0","0"
"1","25","6","0","0","1","6.2","0.6","0","1","0","0"
"1","25","7","0","0","1.1","6.2","0.6","0","1.1","0","0"
"1","25","8","0","0","1","5.8","0.6","0","0","0","0"
"1","25","9","0","12","0.8","5.5","0.6","11.514","0.961","23.606","6.915"
"1","25","10","0","32","0.7","5.1","0.6","31.347","1.237","102.239","82.762"
"1","25","11","29","65","0.7","4.9","0.6","90.06","2.297","314.915","287.902"
"1","25","12","104","78","0.7","4.8","0.6","153.835","3.472","552.053","516.637"
"1","25","13","208","64","0.7","4.6","0.6","191.24","4.235","687.062","646.862"
"1","25","14","72","52","0.7","5.3","0.6","99.544","2.366","339.487","311.603"
"1","25","15","0","20","0.6","6","0.6","20.337","0.868","42.764","25.394"
"1","25","16","0","0","0.6","6.7","0.6","0","0","0","0"
"1","25","17","0","0","0.7","6","0.6","0","0.7","0","0"
"1","25","18","0","0","0.7","5.3","0.6","0","0.7","0","0"
"1","25","19","0","0","0.8","4.6","0.6","0","0.8","0","0"
"1","25","20","0","0","0.8","4.6","0.6","0","0.8","0","0"
"1","25","21","0","0","0.8","4.6","0.6","0","0.8","0","0"
"1","25","22","0","0","0.8","4.6","0.6","0","0.8","0","0"
"1","25","23","0","0","0.6","4.4","0.6","0","0.6","0","0"
"1","26","0","0","0","0.3","4.3","0.6","0","0.3","0","0"
"1","26","1","0","0","0.1","4.1","0.6","0","0.1","0","0"
"1","26","2","0","0","0.1","4.1","0.6","0","0.1","0","0"
"1","26","3","0","0","0.2","4.1","0.6","0","0.2","0","0"
"1","26","4","0","0","0.2","4.1","0.6","0","0.2","0","0"
"1","26","5","0","0","0.2","4.4","0.6","0","0.2","0","0"
"1","26","6","0","0","0.3","4.8","0.6","0","0.3","0","0"
"1","26","7","0","0","0.3","5.1","0.6","0","0.3","0","0"
"1","26","8","0","0","0.1","6.3","0.6","0","0","0","0"
"1","26","9","0","13","0","7.5","0.6","12.476","0.141","25.764","8.997"
"1","26","10","0","33","-0.2","8.7","0.6","32.35","0.183","106.54","86.91"
"1","26","11","0","51","0","7.2","0.6","51.617","0.707","177.478","155.335"
"1","26","12","0","58","0.1","5.6","0.6","59.126","1.063","205.132","182.009"
"1","26","13","0","52","0.3","4.1","0.6","52.645","1.339","180.883","158.62"
"1","26","14","0","34","0.8","5.3","0.6","33.235","1.357","109.629","89.89"
"1","26","15","0","12","1.2","6.5","0.6","11.51","1.343","23.554","6.865"
"1","26","16","0","0","1.7","7.7","0.6","0","0","0","0"
"1","26","17","0","0","1.6","8.4","0.6","0","1.6","0","0"
"1","26","18","0","0","1.6","9.1","0.6","0","1.6","0","0"
"1","26","19","0","0","1.5","9.8","0.6","0","1.5","0","0"
"1","26","20","0","0","1.5","9.4","0.6","0","1.5","0","0"
"1","26","21","0","0","1.6","9.1","0.6","0","1.6","0","0"
"1","26","22","0","0","1.6","8.7","0.6","0","1.6","0","0"
"1","26","23","0","0","1.6","8.2","0.6","0","1.6","0","0"
"1","27","0","0","0","1.5","7.7","0.6","0","1.5","0","0"
"1","27","1","0","0","1.5","7.2","0.6","0","1.5","0","0"
"1","27","2","0","0","1.4","7","0.6","0","1.4","0","0"
"1","27","3","0","0","1.4","6.9","0.6","0","1.4","0","0"
"1","27","4","0","0","1.3","6.7","0.6","0","1.3","0","0"
"1","27","5","0","0","1.3","5.7","0.6","0","1.3","0","0"
"1","27","6","0","0","1.2","4.6","0.6","0","1.2","0","0"
"1","27","7","0","0","1.2","3.6","0.6","0","1.2","0","0"
"1","27","8","0","0","1.3","3.6","0.6","0","0","0","0"
"1","27","9","0","12","1.4","3.6","0.6","11.511","1.607","23.528","6.84"
"1","27","10","0","34","1.5","3.6","0.6","33.345","2.204","109.43","89.698"
"1","27","11","0","53","0.8","4.8","0.6","53.794","1.766","184.732","162.332"
"1","27","12","0","60","0.1","6","0.6","61.281","1.054","213.136","189.73"
"1","27","13","0","54","-0.6","7.2","0.6","54.802","0.151","189.743","167.165"
"1","27","14","0","36","-1.7","7.2","0.6","35.419","-1.217","118.781","98.718"
"1","27","15","0","14","-2.7","7.2","0.6","13.433","-2.544","28.172","11.319"
"1","27","16","0","0","-3.8","7.2","0.6","0","0","0","0"
"1","27","17","0","0","-3.9","7","0.6","0","-3.9","0","0"
"1","27","18","0","0","-3.9","6.9","0.6","0","-3.9","0","0"
"1","27","19","0","0","-4","6.7","0.6","0","-4","0","0"
"1","27","20","0","0","-4.1","6.5","0.6","0","-4.1","0","0"
"1","27","21","0","0","-4.1","6.4","0.6","0","-4.1","0","0"
"1","27","22","0","0","-4.2","6.2","0.6","0","-4.2","0","0"
"1","27","23","0","0","-4","5.2","0.6","0","-4","0","0"
"1","28","0","0","0","-3.9","4.1","0.6","0","-3.9","0","0"
"1","28","1","0","0","-3.7","3.1","0.6","0","-3.7","0","0"
"1","28","2","0","0","-3.9","2.9","0.6","0","-3.9","0","0"
"1","28","3","0","0","-4","2.8","0.6","0","-4","0","0"
"1","28","4","0","0","-4.2","2.6","0.6","0","-4.2","0","0"
"1","28","5","0","0","-4.2","2.6","0.6","0","-4.2","0","0"
"1","28","6","0","0","-4.2","2.6","0.6","0","-4.2","0","0"
"1","28","7","0","0","-4.2","2.6","0.6","0","-4.2","0","0"
"1","28","8","0","0","-4.2","2.4","0.6","0","0","0","0"
"1","28","9","0","18","-4.1","2.3","0.6","17.51","-3.707","37.326","20.149"
"1","28","10","143","38","-4.1","2.1","0.6","113.893","-0.979","396.973","367.052"
"1","28","11","88","71","-3.9","2.1","0.6","133.672","-0.205","482.485","449.535"
"1","28","12","96","79","-3.7","2.1","0.6","149.977","0.453","545.524","510.34"
"1","28","13","88","72","-3.5","2.1","0.6","135.167","0.238","488.013","454.867"
"1","28","14","39","54","-2.8","1.9","0.6","80.298","-0.505","277.964","252.26"
"1","28","15","0","23","-2.1","1.7","0.6","23.399","-1.506","50.012","32.385"
"1","28","16","0","0","-1.4","1.5","0.6","0","0","0","0"
"1","28","17","0","0","-0.8","2","0.6","0","-0.8","0","0"
"1","28","18","0","0","-0.2","2.6","0.6","0","-0.2","0","0"
"1","28","19","0","0","0.4","3.1","0.6","0","0.4","0","0"
"1","28","20","0","0","0.4","3.3","0.6","0","0.4","0","0"
"1","28","21","0","0","0.5","3.4","0.6","0","0.5","0","0"
"1","28","22","0","0","0.5","3.6","0.6","0","0.5","0","0"
"1","28","23","0","0","0.6","4.6","0.6","0","0.6","0","0"
"1","29","0","0","0","0.8","5.7","0.6","0","0.8","0","0"
"1","29","1","0","0","0.9","6.7","0.6","0","0.9","0","0"
"1","29","2","0","0","0.7","7","0.6","0","0.7","0","0"
"1","29","3","0","0","0.4","7.4","0.6","0","0.4","0","0"
"1","29","4","0","0","0.2","7.7","0.6","0","0.2","0","0"
"1","29","5","0","0","0.3","7","0.6","0","0.3","0","0"
"1","29","6","0","0","0.4","6.4","0.6","0","0.4","0","0"
"1","29","7","0","0","0.5","5.7","0.6","0","0.5","0","0"
"1","29","8","0","0","0.8","5.9","0.6","0","0","0","0"
"1","29","9","0","14","1.2","6","0.6","13.434","1.377","27.674","10.839"
"1","29","10","0","37","1.5","6.2","0.6","36.524","2.052","121.15","101.003"
"1","29","11","0","56","1.8","6.4","0.6","56.871","2.647","195.535","172.752"
"1","29","12","0","63","2","6.5","0.6","64.317","2.949","222.885","199.133"
"1","29","13","0","57","2.3","6.7","0.6","57.85","3.135","198.852","175.951"
"1","29","14","0","39","2.2","6.9","0.6","38.545","2.742","128.345","107.943"
"1","29","15","0","15","2.1","7","0.6","14.392","2.28","33.609","16.564"
"1","29","16","0","0","2","7.2","0.6","0","0","0","0"
"1","29","17","0","0","1.8","7.5","0.6","0","1.8","0","0"
"1","29","18","0","0","1.5","7.9","0.6","0","1.5","0","0"
"1","29","19","0","0","1.3","8.2","0.6","0","1.3","0","0"
"1","29","20","0","0","1.5","7","0.6","0","1.5","0","0"
"1","29","21","0","0","1.7","5.8","0.6","0","1.7","0","0"
"1","29","22","0","0","1.9","4.6","0.6","0","1.9","0","0"
